,sentence,label
2164,징동 영입 1순위가 고스트였는데 진짜 아쉽겠네 ㅋㅋ,정상
2165,칸클리드 나가고 들어온게 로치커즈라고,정상
2166,락스에 뱅 끼워넣으면 어케될것같노,정상
2167,결국 그 멤버로 롤챔1회 우승 롤드컵 8강따리 ㅋㅋ,정상
2168,1등 2등 3등이 다 있는 짤,정상
2169,친구같은 분위기가 없는게 누구 때문인지 증명됬네,정상
2170,부캐 일겜 큐잡는데 패널티 10분 기다리고 10분쨰안잡히는중,정상
2171,로컨도 막고 띵구도 막고 아프리카로 들어갔노 ㅋ,정상
2172,난 아직 열~애중,정상
2173,동선 실화냐ㅋㅋㅋㅋㅋ,정상
2174,우정을 잡았다! 우승은 어딨지,정상
2175,넛신 카운터 클리드 ㅋㅋㅋㅋㅋ,정상
2176,2020 스프링 우승팀 거르고 간곳이 젠지,정상
2177,역시 초반동선은 오지게잘짯는데,정상
2178,응 행복동선이야~ 친구없는 롤붕이들은 이해못하겠지만,정상
2179,동선거꾸로짯누 ㅋㅋ,정상
2180,몇번화났다고 해주니까,정상
2181,하이톤으로 듣기싫은거 실화냐,정상
2182,베트남학개론 공부하다 힐링하고갑니다,정상
2183,방치한 북한 퍼주기 핵미사일 되어 돌아온다,정상
2184,퀴즈 낼거면 문제 그대로 내던가 어설프게 바꿔서 문맥,정상
2185,올해 제일 잘한게 내가너랑헤어진거야,정상
2186,이제 나같은애 못만날걸,정상
2187,두고두고 후회해라 나쁜놈,정상
2188,잘못했다고 하는건지도 노이해,정상
2189, 수업에서 배운것도 아닌데하면 잘한건가,정상
2190, 교수직 때려치시길,정상
2191,대체 무슨 기준으로 잘했다,정상
2192,그러다가 팩폭 당하면 온갖 개소리로 갑자기 딴 얘기 끌고 오고ㅋㅋㅋ,정상
2193, 그딴식으로 살지 말았음 좋겠다 진심,정상
2194,어떻게 항상 다 내가 잘못한 거고 지는 잘못 1도 안 했다는 듯이 입을 털어대냐,정상
2195,내 전적대 전 여친아. 너가 너무 좋아 뭐든 해줄 수 있을 것만 같았다. 근데 니가 온 몸을 내가 사준 명품으로 치장하고 다니면서 부터 다른 남자한테 연락오고 결국 네가 바람을 피고 헤어졌지,정상
2196,내 인간관계가 평화로워서,정상
2197,걔는 어차피 아무생각안하고 잘살고있을텐데 내가 할수있는건 내가좋아하는일찾아서 무한직진하는거다,정상
2198,그러면 그냥 기대하지도말자 진짜 보란듯이 행복하게사는거다 의식조차하지도않고!,정상
2199,이러나보다그냥 만날수록 더 불편해지네 그냥,정상
2200,질투유발하는 행동들 할때 장난 좀 받아줬더니,정상
2201,좋아하는 시간 동안 행복했어,정상
2202,설레게 해줘서 고마워,정상
2203,좋아했어가 되어야 하는데 아직도 좋아하는 것 같은데,정상
2204,얼마나 잘나가는지 본다 내가.,정상
2205,똥이 무서워서 피하냐 더러워서 피하지.,정상
2206,세상 모든 일이 전부 다 니맘대로 되는게 아니라는 것도 좀 빨리 알아차리길 바란다.,정상
2207,주변 사람은 니 스트레스 해소기가 아니야..,정상
2208,당신은 그걸 젤 잘하나봐요.,정상
2209,내생각엔 어떻게하면 상대방의 자존심까지 건드리면서 말할 수 있는지 생각하면서 말하는거같아요,정상
2210,다른사람 감정까지 건드려가면서 농담하는거요,정상
2211,근데 그거알아요? 본인은 그게 그렇게 재밌다고 웃는데 그짓 정말 불쾌하고 더럽고 저질스러워요.,정상
2212,흔히들 그러죠 말은 그 사람의 품격이라고.,정상
2213,그말이 맞는거같네요 당신은 말하는게 딱 당신 품격만큼이에요.,정상
2214,같이안한다고 삐지네ㅎㅎ,정상
2215,너만 행복하면 다야 다냐고!?????????,정상
2216,진짜 넌 진짜 나빴어 나 나쁜 사람으로 몰아가니깐 좋냐?,정상
2217,너가 먼저 잘못한거잖아 나쁜행동을 하고 좋은 말을 바라는 거,정상
2218,가만히 있다고 해서 우리가 멍청하다고 비웃고 있지 않았음 좋겠다,정상
2219,엄청 이기적인거 알았으면 좋겠다 진짜로,정상
2220,사람들한테 찍히고제대로 할 수 있는 거 아무것도 없고,정상
2221,남자친구도 동기도 진짜 내가 상처받는 관계 지속해야할까 싶다~~~~~~,정상
2222,니가 왜 지난 알바때도 텃세에 당했다는 지 알겠다,정상
2223,자존심만 세고 못하면 남탓으로 넘기니까 그렇겠지,정상
2224,여러분 화가 날 때 한번씩 더 참아보고 나한테는 정작 문제가 없었는지 돌아볼 줄 아는 현명한 사람이 되어보는 건 어떨까요?,정상
2225,응~ 수험생이 8시까지 도서관 안가는거부터,정상
2226,지돈으로 망치는거면 노상관인데,정상
2227,필요할때 연락하기만 해봐라 진짜ㅋㅋㅋㅋㅋ,정상
2228,앞으로 니 다 알아서 하세요~ ,정상
2229,그렇게 생각없이 공주님으로 사세요~,정상
2230,나 술약해용 450cc 생맥주 다 못먹고 거의란300먹고 취함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,정상
2231,너네가 해놓은거보면 이해가 안되서 어느새 내가 다시 첨부터 고쳐놓고있잖아 대체 뭘한거야?,정상
2232,나도 잘 하는 건 아니니까 화내면 안되야지 했는데,정상
2233,꾸역꾸역 참으면서 이번거는 너희가 보낸 정성 그대로 너네 노력 생각해서,정상
2234, 억지로 손 안대 볼란다아 이름 빼고싶다,정상
2235,배려라고는 진짜 없다ㅠㅠㅠ,정상
2236,너만 아니면 되는거니 진짜ㅋㅋㅋㅋㅌㅋ,정상
2237,너가 내 상황되어봐라 진심 ㅋㅋㅋㅋㅋㅌㅋ,정상
2238,니가 다 해 남한테 시킬꺼면 ㅋㅋㅋㅌㅋ,정상
2239,한학번 높다고 과생활 사회생활운운하시는 선배님~^^,정상
2240,오히려 화내는 건 뭐냐 애초에 조모임도 계속 안 왔으면서,정상
2241,진짜 난 니 완전 친한 친구라고,정상
2242,생각하고 너무 보고싶은데한 두번도 아니고 그냥 싫다고만 계속하고,정상
2243,이제는 장난인지 진심인지 구분도 안간다나,정상
2244,생각하고 언젠가 연끊고 다신안봤으면 좋겠다,정상
2245,나한테 설교할 시간에 너나 행동똑바로 해라,정상
2246,자료 조사좀 미리 해오면 어디 덧나냐 어떻게 나 혼자만 해올수가 있느냐고,정상
2247,그리고 너한테 Tmi일수잇는건 아는데,정상
2248,안봐도 훤히 보인다 내가 너같은인간 왜 좋아했는지 모르겠다,정상
2249,그래 나 게이 맞어게이라고 무시안당할려고,정상
2250, 너보다 운동도하고 옷도 이쁜거입고 외모가꾸고 성적도 잘나와사람이,정상
2251, 사람좋아하는데 뭐 문제있냐?,정상
2252,전공 f때림 교수님 죽어진짜,정상
2253,내 배경화면 방탄소년단인데,정상
2254, 볼때마다 배경화면 뭐냐 게이냐 더럽다 이랬지?,정상
2255,교수님아 진짜 짜증난다...중간고사 채점을 어케 그렇게해요????,정상
2256,룸메 바꿀 수도 없고 나가라 할 수도 없고 내가 쳐나가야지,정상
2257,엄마의 자살기도그리고 2년 후,정상
2258,진짜 오만정 다 떨어지게 만드네 나한테 톡 안해줬음 좋겠다,정상
2259,이건 너무 심하다지쳐간다마음도 너무 상하고이대로 학교생활 할 수 있을까,정상
2260,운동을 하든 공부를 하든 포기하고 싶을때마다 니 이름 석자 떠올리면서,정상
2261,이 악물고 하게 된다 ^^,정상
2262, 적어도 너보단 성공할게ㅎㅎ,정상
2263,군대문제던 성적이던 인간관계던 전부다 제대로 마음대로 잡히는게 없다.,정상
2264,트젠신들아~~~~정신 좀 차려라~~~~,정상
2265,제발 니가 할건 니가좀 찾고 적어도 니 시험 졸업 학점 어학연수등에 관한건 니가 좀 잘챙겨라,정상
2266,돈 욕심 없다는 사람이 연말연초 그렇게 꼬박꼬박 일하고,정상
2267,공지도 안하고 지혼자 밥먹으러 가고,정상
2268,니 주변도 니 다 그닥 안좋아할걸ㅋㅋㅋㅋㅋㅋ,정상
2269,내가 커버쳐주는거 모르냐,정상
2270,인성왜저래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,정상
2271,대인관계를 그동안 어떻게 형성해온거임,정상
2272,안다가오면 날 싫어하는 거라고 단정짓고,정상
2273, 머릿속에서 이미 나쁜놈이라고 낙인찍어놓죠?,정상
2274,어렸을때부터 소심해서 왕따당하고,정상
2275, 자연스럽게 친해지는 방법을 몰랐다고,정상
2276,근데 어떡해 그걸 못배우니까 나이가,정상
2277,제발니네가 다른 사람 싫어한다고 내 얼굴도 모르고 일면식도 없는 사람한테,정상
2278,내 이름 들먹이면서 욕하면 좋아? 그렇게 사람 깎아내는게??,정상
2279,제발 남 인생에 신경끄고 니들인생,정상
2280,관심있다고 번호 따갔더니 지 종인줄 아나본데ㅋ 너가 연락 다씹을때 이미 다른 사람 생겼어 정신차려,정상
2281,통상적으로 그 화가 삼일이 지나서도 가라앉지 않는다면 그건 상대방의 잘못이 더 큰거라는데,정상
2282,항상 이러한 태도와 마음가짐을 가지고 세상을 살아가면 여러분들도 행보캐질 수 있을거에여,정상
2283,경제성장률 취업률 고용률 등등 대한민국 자체가 부강해질듯,정상
2284,솔로는 SR이 좋은거같은데,정상
2285,뜨뜨는 배그할때가 젤 좋음,정상
2286,이번영상 뜨뜨 개 쎅씨하다,정상
2287,길리 뇌절 ㅋㅋㅋㅋㅋㅋ,정상
2288,오늘 증사 찍고 깨달았다 뜨뜨 개잘생겼다 진짜,정상
2289,진짜 잘하네,정상
2290,얼굴이면 ㄹㅇ혼자가도 두명붙이고 나올수있을꺼같은데ㅋㅋㅋ,정상
2291,너무 잘생겼어요,정상
2292,마지막에 섬광탄 맞은척 하는거 소름돋았다 ㄹㅇ,정상
2293,형 프사 할로윈걸로 바꿀게 ㅅㄹㅎ,정상
2294,글고 1분전은 못참지,정상
2295,너 나의 구독자가 돼라!!!,정상
2296,와 오늘 실력 역대급이네,정상
2297,보는 저도 엄청 긴장하면서 봤어요 ㅎㅎ,정상
2298,와 영화를 찍네 진짜ㅋㅋㅋ,정상
2299,일분전은 못참지!!!!!!!!!!!,정상
2300,와 대박 ㄷㄷㄷ 이걸 마지막에 4명남았던거 실화냐,정상
2301,응 롤 멸망전 떨어짐 ㅋㅋ,정상
2302,올만에 재미있는 영상이였습니다,정상
2303,뭔가 강다니엘 닮으신거 같아요!,정상
2304,형 배그왤케잘해,정상
2305,아이돌 연습생이라고 해도 믿을만한 얼굴,정상
2306,역시 뜨뜨 클라스,정상
2307,요즘 배그는 핵을 잡아야 이김 ㅋ,정상
2308,오빠 이젠 말하기도 지쳤어여.. 잘생겼어여ㅠㅠ,정상
2309,뜨뜨 뜨뜨 실제로 일어나는 배틀그래운드 에대비항도록,정상
2310,형 나도 구울로 만들어줘,정상
2311,썸넬 못참지 ㅋㅋ,정상
2312,우연히 이댓글을 보신 분들은 좋아요,정상
2313,그 운영진 분들 도대체 언제 멸종 시키실건지,정상
2314,5개월 만에 보는데 실력이 너무 좋아지셨다,정상
2315,그나져나 반속상태가,정상
2316,형 나도 형처럼 되고싶어서 거울보고 왔는데,정상
2317,근대 진짜 잘생겼다,정상
2318,뜨뜨야 언제나 고마워 건강하고 배그할 때가 제일 죠아,정상
2319,역시 정글은 C가문이지,정상
2320,자랑스럽다 C가문 캐니언,정상
2321,사실 형님이 재능도 있고 능력도 있고,정상
2322,열심히 하시는 티가 나고 좋아할 수 밖에 없어서 긴 영상이고 나발이고 다 볼 수 밖에 없습니다,정상
2323,이건 못참지 ..,정상
2324,담원 정말 고맙습니다,정상
2325,결승에서 해외팀에게 진 유일한 한국팀,정상
2326,삼국지로 치면... 에서 잘라버리는거,정상
2327,관중들의 환호성이 없어서 대신 더 소리질러주는 중계진분들 너무 멋졌습니다 ㅠㅠ,정상
2328,형님 옆머리에 람머스가 구르기라도 한겁니까,정상
2329,저는 팀 보이스에서 쇼송이가 형님처럼 3개 국어 할 줄은 몰랐읍니다,정상
2330,솔직히 좋아해,정상
2331,형님도 고생 많으셨습니다,정상
2332,상하이 라이브러리,정상
2333,오른 쪽이 터진거 아니라니까,정상
2334,진짜 어제 보면서 너무 감격스러웠음,정상
2335,케넨이 그냥 너구리복장이여도 귀엽고 궁쓸때 담원마크뜨면,정상
2336,우승스킨 아펠나오면 쑤닝 멕이는거 아닌가,정상
2337,진심 담원다섯명 싹다 그냥 반박불가 세체팀 세체라인 그 자체,정상
2338,그걸 진짜 잘 만드는 친구가 한 명 있었는데,정상
2339,벌써 15년 전 이야긴데,정상
2340,그냥 롤드컵보고느낀점,정상
2341,어제 유쾌하고 국뽕느껴지는 한 마음된 해설 너무 좋았습니다,정상
2342,훨씬 더 대단한거죠,정상
2343,불리해도 계속 시도하다보니 추하게 질때도 있긴하지만,정상
2344, 이런 스타일이 더 잘하는게 분명합니다,정상
2345,어그로 핑퐁 다빼고 스킬 적재적소에 다쓰는거 보면서 아 쇼메가 세최미,정상
2346,진짜 예상할수없는팀이였음,정상
2347,이게 1부리그의 품격이다,정상
2348,근데 담원은 팀컬러가 하늘색쪽이라 시원시원해서 스킨 잘나올듯,정상
2349,모든 영상 2배속으로 봤어,정상
2350,시간차 갈고리 수집 개웃기네,정상
2351,오랜만에 맡아보는 윗공기냄새... 나쁘지 않아,정상
2352,볼때마다 짠합니다,정상
2353,제발 멤버유출 없이 쭉가서 담원왕조 세우자,정상
2354,찍어찍어찍어도 클템님 영상과 해설도 항상 재밌게 잘 보고 있어요,정상
2355,덕분에 더 재밌게 즐기는 것 같습니다 뭐든지 열심히 해주셔서 감사합니다 앞으로도 파이팅하세요,정상
2356,애쉬 튜토리얼 은퇴,정상
2357,형님 풀캠이 풀캠퍼스의 약자였습니까?,정상
2358,에욱 우승해서 다행이야,정상
2359,쑤닝도 정말 잘했고,정상
2360,롤드컵 쵸비보다 커리어 높은선수,정상
2361,목소리랑 화면이랑 싱크 안맞는게 지옥같다,정상
2362,중국에서 왜 국제대회를 하면 안돼는지 참 잘보여주는 다시한번 깨닿게 해주는 대회였지,정상
2363,정말 저때 너무 긴장하면서 봤는데 우승해서 엄청 기뻐했죠,정상
2364,황부리그 복귀의 서막,정상
2365,도벽 안 없어졌으면 너구리가 빈 머리 찢었어,정상
2366,와이프가 찍어 오프닝을 듣더니 펭수냐고 묻는데,정상
2367,역시 가디건의 계절인 건 좋아요,정상
2368,스쿨룩이랑 제일 잘 어울리거든요,정상
2369,저는 오늘도 북한 비핵회에 대한 레포트를 쓰러 가야 해요,정상
2370,그래도 까라면 까야지 어쩌겠어요,정상
2371,참고로 전 이렇게 입어도 별로 안 추웠는데 지방층을 잘 구축한 다리가,정상
2372, 추위를 잘 안 타서 그런 걸 수도 있어요 참고하세요,정상
2373,그리고 오늘 비 올 수도 있어요,정상
2374, 우산 가져가세요 안 그러면 저처럼 카페에 갇힐 수도 있어요,정상
2375,우왕 옆으로 매는 가방이랑,정상
2376, 니삭스에 로퍼까지 완전 일본 여고생 느낌 나요,정상
2377,고딩 같아요 ㅋㅋㅋㅋ,정상
2378,스위치 좀 꺼줘,정상
2379,2시간반 통학러를 살리셨습니다,정상
2380,소등하시겠습니까?,정상
2381,그렇게 말하라고 배웠냐? 맞선임 누구야,정상
2382,막내야 맞선임이 누구였지,정상
2383,니밑 내위로 다 집합시켜,정상
2384,진짜 한 번도 경험해보지 못한 나라 만들겠네,정상
2385,나머지는 나라에서 거두고,정상
2386,애기 낳으면 2천만원 지급할 예정이라고 함,정상
2387,서울 명문대 출신은 5~10년 취업준비만,정상
2388,문제는 쟤네 임기 이제 시작했다는거,정상
2389,왜 민주당을 지지하는지 이해할수 없네,정상
2390,얘가 인국공 정규직시험 폄하한 작자임,정상
2391,복지는 북유럽,정상
2392,세금은 대한민국,정상
2393,넌 능력있고 공부잘하니까 니 외대 학번 뺏어서,정상
2394,니 닉에 붙은 숫자 읽어봐,정상
2395,학생들과 시민들을 우롱하고 속여온 공산당을 단죄하러 왔다,정상
2396,이정도면 포퓰리즘 아니냐,정상
2397,토론서 나온 제안가지고 나라망한다,정상
2398,누가보면 법안 발의라도 된줄 알겠다,정상
2399,법안발의라도 된줄 알겠다,정상
2400,쟤네 180석이라 발의 되면 늦은거임 거대여당이 그래서 무서운거고,정상
2401,부동산정책 봐봐,정상
2402,김영란교수님 9주차 과제인데,정상
2403,그동안 구글링으로 간신히 과제를 해온 터라,정상
2404, 이번꺼는 코드를 어떤식으로 짜야할지조차,정상
2405, 감이 안잡히네요ㅜㅜ 어떻게 접근해야하는지 도와주시면 감사하겠습니다ㅠㅠ,정상
2406,교내의 고양이를 돌봐주시는 학우 여러분께,정상
2407,좋은 마음으로 고양이를 돌봐주시는 것은 좋지만,정상
2408,고양이에게 츄르는 사람에게,정상
2409, 스타벅스 자바칩 프라푸치노와 같습니다,정상
2410,가끔 먹으면 아주 맛있고 살 맛이 나지만,정상
2411,자바칩 프라푸치노로 식사를 때우면 서서히,정상
2412, 아니 급속도로 몸이 망가지겠죠,정상
2413,츄르도 장기적으로 섭취시,정상
2414, 길고양이에게는 아주 치명적인 구내염의 원인이 됩니다,정상
2415, 특히 길고양이는 집고양이처럼 양치 및 주기적인 스케일링 관리가 안 되기 때문에 더더욱요,정상
2416,고양이 구내염 검색해보시면 얼마나 심각한 병인지 나옵니다,정상
2417,나 한명쯤은 줘도 괜찮겠지가 모여서,정상
2418,하루에 10개 20개가 됩니다,정상
2419,위와 마찬가지로 비유하자면,정상
2420, 하루에 프라푸치노 10잔을 마시고,정상
2421, 몸이 남아날 사람은 거의 없을 겁니다,정상
2422,아예 주지 않는 것이 솔직히 더 낫다고 말씀드리고 싶네요.,정상
2423,정 간식을 주고 싶으시다면,정상
2424,인터넷이나 편의점에서 한봉지 4000원 정도,정상
2425,라이프같은 치석제거 과자를 한두개씩 던져주면 좋습니다,정상
2426,이런 이빨과자는 칼로리도 낮고,정상
2427, 식감이 독특해 씹는 맛 덕분에 기호성도 괜찮습니다,정상
2428,4개들이 3000원 정도인 츄르보다,정상
2429, 훨씬 경제적이라고도 말할 수 있습니다.,정상
2430,지금이야 괜찮지만,정상
2431, 여름이 되면 조금만 시간이 경과하더라도,정상
2432, 산이라는 학교 환경의 특성상 벌레들이 엄청나게 꼬일 겁니다,정상
2433,고양이 간식을 준 곳에 벌레가,정상
2434, 득시글거리는 광경을 목격한다면,정상
2435, 그 누구도 고양이를 좋게 보지 못하게 될 겁니다.,정상
2436,설령 그것이 고양이를 위한 것이었다고 하더라도요.,정상
2437,특히 사료 봉지나 간식 쓰레기를 꼭 치워 주시기를 꼭꼭 당부드립니다.,정상
2438,그리고 물을 많이 주세요.,정상
2439,고양이는 목이 마르면,정상
2440, 스스로 물을 찾아 마시는 인간과 달리,정상
2441, 갈증을 느끼지 못하는 동물입니다,정상
2442,본능적으로 물을 찾아 마시긴 하지만,정상
2443, 눈에 물이 보이지 않으면 누구보다 빠르게 포기해버려 수분결핍으로 인한 신장병을 앓으며,정상
2444, 서서히 죽어가게 됩니다.,정상
2445,따라서 간식이나 사료보다는,정상
2446, 보일 때마다 미지근한 물을 주시는 게,정상
2447, 사실상 고양이에게 가장 큰 도움이 됩니다.,정상
2448,만약 겨울집을 만들어 주신다면 습기로 인해,정상
2449, 곰팡이와 먼지가 끼기 쉽고 벌레의 온상이 될 여지가 있는 담요보다는,정상
2450, 보온성이 좋은 스티로폼이 좋습니다.,정상
2451,스티로폼 박스에 차가운 바닥으로부터,정상
2452, 고양이를 보호해줄 수 있는 두꺼운 스티로폼을 깔고 비닐을 덮어주는 것만으로도 아주 큰 보온 효과가 있습니다.,정상
2453,더 많은 분들이 아실 수 있도록,정상
2454, 이 글을 보시는 분들께서는 혹시라도 지나가다,정상
2455, 습식간식을 급여하는 학우 혹은 지인과 친구에게 귀띔해주시면 정말 감사드리겠습니다.,정상
2456, 고양이와 인간이 조화롭게 공존하는 한국외대가 되길 바랍니다.ㅎㅎ,정상
2457,혹시 궁금하신 점 있으신 분은 댓글 달아주세요.,정상
2458, 시간 날 때 최대한 성실히 답변 드리겠습니다~,정상
2459,다이어트는 내일부터..,정상
2460,오늘도 맛있게 먹는 모습 보기 좋습니다!!,정상
2461, 저걸 어떻게 다 드시지 진짜..,정상
2462,너무 맛있게 드시네요 ㅠㅠ,정상
2463,언제 삭제될지모르니 무조건 저장하여 담에도 올수있도록합니다.,정상
2464,  다른 유튜채털 쯔양영상다시보기도 저장해서 다시 볼려합니다.,정상
2465,저는 그렇게 생각합니다,정상
2466,그리고 정말 드시는 모습이 저까지 기분이 좋아지네요,정상
2467,그립습니다. 보고싶습니다.,정상
2468, 저 행복한모습 다시보고싶습니다.,정상
2469, 언제나 응원하고 또 응원하겠습니다!,정상
2470, 하시는 일 막힘없이 술술 잘풀려나갔으면 좋겠습니다!!,정상
2471,욕지도가 안끝났으면 좋겠다...,정상
2472,끝나면 또 그리울텐데,정상
2473,지금 당장 복귀하시지 않으시더라도,정상
2474,전국 방방곡곡 맛집들 찾아다니시면서 힐링하시다가,정상
2475,나중에 복귀하실 때 영상 많이많이 풀어주세요~,정상
2476,지방 경제 활성화에 기여해주신,정상
2477,쯔양님 응원합니다.,정상
2478,자신의 잘못을 사실대로 말했는가,정상
2479,누군가에게 피해를 주었는가,정상
2480,그래도 기다릴게요. 쯔양 화이팅,정상
2481,안녕하세요 발표를 시작하도록 하겠습니다,정상
2482,제가 다룰 주제는 미국과 AI인데요,정상
2483,2012년 딥러닝의 등장 이후 빠른 속도로 발전하고 있습니다,정상
2484,특히 미국은 다른 나라들과 비교해 압도적인 기술력을,정상
2485,간단하게 맥락만 짚고 넘어가자면 AI는 단순히,정상
2486, 배달의 민족과 같은 앱을 만드는 것과는 차원이 다른 분야입니다.,정상
2487,실리콘밸리의 거대 IT 기업들과 연계되어 시너지를 내고 있습니다.,정상
2488,그리고 미국은 이 모든 요건을 충족시키는 몇 되지 않는 나라입니다.,정상
2489,그리고 AI의 연구개발을 위해서는 엄청난 양의 데이터도 필요합니다.,정상
2490,각 분야의 전문가 즉 인력이 필요하고,정상
2491, 이를 위해서는 기업의 자본 투자도 다른 산업에 비해 많이 필요합니다.,정상
2492,하지만 미국도 독보적인 1등이라고 하기에는,정상
2493, 바로 뒤를 추격하고 있는 나라가 있는데요,정상
2494,바로 중국입니다.,정상
2495, 중국도 미국과 같이 막대한 자본과 인력을 이용하여 미국의 뒤를 바짝 쫓아오고 있습니다.,정상
2496,미국과 중국은 현재 무역전쟁으로도 굉장히 마찰을 많이 일으키고 있습니다만,정상
2497,중국이 미국과의 협상 테이블에서 AI와 같은 첨단기술은,정상
2498,협의점에서 제외하는 등 앞으로의 미래산업에 주도권을 잡기위해 분투중이죠.,정상
2499,마치 이전 미국과 소련의 우주 경쟁을 보는 듯한 느낌입니다.,정상
2500,이에 미국은 개인이 아닌 정부 차원에서의 지원을 아끼지 않는데요,정상
2501,단순히 자본적 지원이 아닌,정상
2502, 데이터 수집에 대한 규제 완화와 논문 후원 등 다양한 부분에서 협력하고 있습니다.,정상
2503,그래도 역시 근 3년간 미국과 중국의 격차는 접차 좁혀지는 추세고,정상
2504, 머지않은 미래에는 중국이 미국을 추월할 것이라는 전망이 나오면서,정상
2505,미국은 점점 기술개발에 속도를 내고 있습니다.,정상
2506,결국 막강한 경쟁자의 존재는 미국의 AI 발전을 가속화 시키고 있다는 것입니다.,정상
2507,현재 AI 분야는 아직 수익 모델이 불분명한 상황이고,정상
2508,아직은 미완성인 분야이기 때문에 연구 개발을 비롯한,정상
2509,관련 논문의 영향력이 매우 중요한 지표로 작용하는데 왼쪽 그래프를 보시면,정상
2510,미국의 AI 관련 논문 영향력은 세계 평균에 비해 압도적으로 높은 것을 알 수 있습니다.,정상
2511,다음으로 오른쪽 그래프는 AI 우수 인재가 어느 나라에 분포하고 있는가에 대한 그래프입니다.,정상
2512,모든 AI 인재의 30프로가 미국에 있을 정도로 압도적인 수치임을 확인할 수 있습니다.,정상
2513,다음은 기업 차원에서의 AI 투자입니다.,정상
2514,우선 실리콘밸리를 포함한 많은 IT 기업에서는,정상
2515,자본 투자는 물론이고 교육 목적으로도 많은 노력을 기울이고 있습니다.,정상
2516,요즘 각광받고 있는 기업인 엔비디아에서는,정상
2517,딥러닝 교육 기관을 만들어(Deep Learning Institute),정상
2518,개발자들과 데이터 엔지니어 등을 대상으로,정상
2519,워크숍과 각종 교육을 시켜주고 GPU 그러니까,정상
2520,딥러닝 개발을 할 때 연산이 많이 필요한테,정상
2521,이에 도움을 주는 병렬 컴퓨팅파워를 무료로 제공해주는 등 교육에 힘쓰고 있습니다.,정상
2522,구글 산하의 캐글도 AI 대회라고 보시면 되는데 여기서 1등하면 미국에서 모셔간다는 소문이 있을 정도로 유명합니다.,정상
2523,OpenAI는 테슬라의 일론 머스크가 소유하고 있는 회사인데요,정상
2524,목적은 AI 발전을 위하여 모든 사용자들에게 AI 관련 오픈소스를 제공하는 곳입니다.,정상
2525,AI 개발에 있어 막막한 개발자들에게 서로 개발 내용을 공유할 수 있게 해주어,정상
2526,단비 같은 역할을 해주는 곳이라고 할 수 있겠습니다.,정상
2527,하지만 무엇보다도 자본의 힘이 최고죠,정상
2528,위에서도 보았듯이 미국은 AI 인재들을 많이 보유하고 있고,정상
2529,각종 AI 대회에서 높은 성적을 보유한 인재를 영입하는데 돈을 아끼지 않습니다.,정상
2530,이전에 우리나라의 유니스트 학생도 미공개된 AI 알고리즘을 풀어,정상
2531,구현해 연봉 3억에 실리콘밸리에 취직한 사례가 있습니다.,정상
2532,한국에서 AI 인재들이 1억원도 받기 힘든 현실을 생각하면,정상
2533,미국은 최소 1억4천은 받는다니 정말 엄청난 조건이죠,정상
2534,이렇다 보니 각국의 인재들이 미국으로 모이는 상황입니다.,정상
2535,또한 이렇게 인재가 많이 모이다보니 우수 논문들도 쏟아지게 되고,정상
2536,이에 논문 점유율도 전세계 32%에 육박하는 상황입니다.,정상
2537,이렇게 미국의 AI에 대한 적극적인 자세와,정상
2538,어떻게 AI 강대국이 되었는지에 대해 알아보았습니다.,정상
2539,학우께서 발표하겠습니다. 감사합니다.,정상
2540,인용자료,정상
2541,파트 3은 코로나로 인해 수혜를 입은 산업군과,정상
2542,코로나 이후에도 유망한 산업군에 대해 소개하려 합니다.,정상
2543,수혜를 입은 산업군과 코로나 이후의 유망 산업군은 사실상 일맥상통하는 부분이 있어서,정상
2544,소개하면서 자세히 다루도록 하겠습니다.,정상
2545,크게 언택트와 친환경 사업이 되겠는데요,정상
2546,언택트는 사실 코로나 이전부터 유통가에서 굉장히 유망한 분야였습니다.,정상
2547,말그대로 접촉하지 않는다는 뜻으로 첨단 기술을 이용하여 직접적 대면을 피하고,정상
2548,제품 및 서비스를 제공하는 사업입니다.,정상
2549,조사한 부분으론 무인화와 디지털 플랫폼,정상
2550,원격 의료가 있습니다.,정상
2551,두번째 친환경 사업은 미세 먼지,정상
2552,대형 산불 등의 자연 재해 그리고 코로나 19 등의,정상
2553,지구촌 위기가 결국 인간의 환경 파괴와 무관하지 않다는 생각에서 비롯된 친환경 소비입니다.,정상
2554,대표적으로 친환경 에너지와 친환경 경영이 있습니다.,정상
2555,방금 잠깐 언급 드렸듯이 언택트는 코로나 발생보다,정상
2556,이전인 2018년부터 유망한 분야로 손 꼽혀 왔습니다.,정상
2557,세대 구조가 변화하고 1인 가구의 증가로 등의 이유로,정상
2558,점점 대면 관계를 기피하는 소비 태도로 인해 주목을 받았습니다.,정상
2559,아래 표를 보시면 대체로 현대인들은 직원보다 기계를 상대하기 더 편하게 느낀다는 점을 알 수 있습니다.,정상
2560,판매자의 입장에서도 한번의 투자로 인건비를 대폭 줄일 수 있으니,정상
2561,윈원이 되었고 그렇다 보니 오른쪽 그림에서 보이듯이 매출도 2년 사이에 5배 증가하였습니다.,정상
2562,또한 이번 코로나 사태에 다른 산업은 대부분 적자인데 반해,정상
2563,언택트 관련 산업은 이를 발판으로 무섭게 성장하고 있습니다.,정상
